RandomTree, NNET
0,43.00638019481353, 66.1626012349003
1,62.04210337892064, 46.5266616978356
2,51.67901568733565, 40.2470172129639
3,48.52943700100232, 67.8798490725141
4,66.16805143640863, 56.0909480201147
5,65.60970003875536, 71.1033874337941
6,38.74718583949453, 37.6867780984486
7,39.1167562278345, 50.3619613452121
